course_level,ERM_SCORE,sat_new_math,act_math,hs_gpa,Compliance,course_number_updated
290,25.0,570.0,,3.5,Compliant,105Q
300,30.0,,,3.62,Compliant,216Q
250,25.0,,,3.62,Compliant,Combo3
300,,580.0,,3.46,Compliant,216Q
300,,,29.0,3.2,Compliant,216Q
300,,530.0,,4.0,Compliant,121Q
300,,620.0,,4.0,Compliant,216Q
100,,,17.0,3.41,Compliant,Combo2
400,40.0,,,3.78,Compliant,151Q
290,,620.0,,4.0,Compliant,105Q
400,40.0,,,4.0,Compliant,151Q
400,40.0,,,4.0,Compliant,161Q
400,40.0,,,4.0,Compliant,161Q
300,,570.0,,4.0,Compliant,216Q
400,40.0,,,2.51,Compliant,151Q
300,30.0,,20.0,3.32,Compliant,121Q
100,,,,2.5,Uncompliant,Combo2
300,,550.0,,3.6,Compliant,121Q
400,40.0,,,3.92,Compliant,161Q
300,,,33.0,4.0,Compliant,216Q
300,,,22.0,3.96,Compliant,121Q
400,40.0,,,3.02,Compliant,151Q
300,,,25.0,3.85,Compliant,216Q
100,30.0,,13.0,3.86,Compliant,Combo2
300,,,,2.18,Uncompliant,216Q
250,15.0,,19.0,3.64,Compliant,Combo3
100,15.0,,19.0,3.64,Compliant,Combo2
290,,560.0,,3.7,Compliant,105Q
100,10.0,,,3.08,Compliant,Combo2
400,40.0,,24.0,3.37,Compliant,151Q
400,,,,4.0,Compliant,161Q
290,15.0,,,3.1,Compliant,105Q
150,,,,,Uncompliant,Combo1
500,,,22.0,3.45,Compliant,165Q
500,,670.0,,3.24,Compliant,171Q
300,,630.0,,4.0,Compliant,216Q
300,,580.0,,,Compliant,121Q
500,,,,4.0,Compliant,165Q
150,,,28.0,4.0,Compliant,Combo1
100,10.0,,,3.12,Compliant,Combo2
400,,,32.0,3.99,Compliant,161Q
290,,550.0,,2.9,Compliant,105Q
500,,,27.0,3.4,Compliant,171Q
300,,,21.0,3.72,Compliant,121Q
100,,,17.0,3.2,Compliant,Combo2
300,,590.0,,4.0,Compliant,216Q
500,,,30.0,4.0,Compliant,171Q
300,30.0,,15.0,3.41,Compliant,121Q
300,,560.0,,3.34,Compliant,121Q
400,,,23.0,3.17,Compliant,161Q
500,40.0,630.0,,3.78,Compliant,171Q
300,,,30.0,4.0,Compliant,216Q
300,,570.0,,3.24,Compliant,121Q
100,,380.0,,3.35,Compliant,Combo2
500,,600.0,,3.17,Compliant,171Q
300,,530.0,22.0,3.93,Compliant,216Q
290,,,26.0,2.68,Uncompliant,105Q
300,,,22.0,4.0,Compliant,216Q
400,,,15.0,2.66,Uncompliant,161Q
400,,540.0,,,Uncompliant,161Q
300,,,,2.31,Uncompliant,121Q
300,,,22.0,3.75,Compliant,121Q
500,,,27.0,3.02,Compliant,171Q
300,,560.0,26.0,3.6,Compliant,121Q
400,40.0,500.0,22.0,2.77,Compliant,161Q
300,,550.0,,4.0,Compliant,216Q
150,,,17.0,3.64,Compliant,Combo1
300,,690.0,,3.59,Compliant,216Q
400,,,25.0,3.71,Compliant,151Q
500,,,25.0,3.71,Compliant,171Q
250,,,21.0,3.0,Compliant,Combo3
300,,,21.0,3.5,Compliant,216Q
500,,640.0,,3.9,Compliant,171Q
300,,,18.0,3.55,Compliant,216Q
290,,,24.0,3.23,Compliant,105Q
500,,,31.0,4.0,Compliant,171Q
100,,,18.0,2.62,Uncompliant,Combo2
500,40.0,,32.0,3.71,Compliant,171Q
300,,,26.0,3.9,Compliant,121Q
400,,,31.0,3.68,Compliant,151Q
300,40.0,,27.0,3.96,Compliant,132
300,,680.0,,4.0,Compliant,216Q
300,,,31.0,4.0,Compliant,216Q
150,,,18.0,,Compliant,090
500,40.0,620.0,27.0,3.16,Compliant,171Q
100,,,17.0,3.02,Compliant,Combo2
300,,,26.0,4.0,Compliant,216Q
400,40.0,,18.0,3.54,Compliant,151Q
100,,,16.0,2.91,Compliant,Combo2
300,,,23.0,3.62,Compliant,216Q
300,,600.0,,3.4,Compliant,216Q
300,,600.0,,3.88,Compliant,216Q
400,,,24.0,3.85,Compliant,161Q
400,40.0,590.0,,3.92,Compliant,161Q
300,,640.0,,3.68,Compliant,216Q
300,,570.0,19.0,3.98,Compliant,121Q
400,,540.0,20.0,3.7,Compliant,161Q
250,,530.0,17.0,3.41,Compliant,Combo3
400,,,14.0,3.74,Compliant,161Q
400,,,15.0,2.92,Uncompliant,161Q
400,,510.0,,3.73,Compliant,151Q
300,,570.0,,4.0,Compliant,216Q
300,,,22.0,3.41,Compliant,216Q
300,30.0,,,3.1,Compliant,121Q
100,,,17.0,3.4,Compliant,Combo2
500,,700.0,,3.24,Compliant,171Q
400,,,23.0,3.9,Compliant,151Q
400,40.0,,,3.86,Compliant,161Q
400,,,19.0,4.0,Compliant,161Q
500,,,27.0,2.44,Compliant,171Q
400,,590.0,24.0,3.53,Compliant,161Q
250,25.0,500.0,18.0,2.94,Compliant,Combo3
300,,530.0,26.0,3.96,Compliant,216Q
300,30.0,,,4.0,Compliant,121Q
400,40.0,,,,Compliant,161Q
250,,,20.0,3.71,Compliant,Combo3
150,,,20.0,3.9,Compliant,Combo1
400,,560.0,25.0,3.73,Compliant,161Q
300,,540.0,,3.95,Compliant,216Q
300,,,18.0,2.52,Uncompliant,216Q
400,,,27.0,4.0,Compliant,161Q
500,,,28.0,4.0,Compliant,171Q
400,,,29.0,3.98,Compliant,161Q
300,,,28.0,3.97,Compliant,216Q
300,30.0,,20.0,2.49,Compliant,121Q
400,,610.0,,4.0,Compliant,161Q
300,,640.0,,3.9,Compliant,216Q
300,,,26.0,3.75,Compliant,132
300,30.0,,,2.22,Compliant,121Q
100,,,13.0,,Compliant,Combo2
300,,,,,Uncompliant,216Q
100,,480.0,,3.63,Compliant,Combo2
400,,,26.0,2.99,Compliant,151Q
300,30.0,530.0,22.0,3.69,Compliant,121Q
300,30.0,,18.0,3.91,Compliant,121Q
300,,,23.0,3.75,Compliant,216Q
400,,640.0,,2.44,Uncompliant,151Q
150,,500.0,,3.24,Compliant,Combo1
500,,540.0,,3.71,Compliant,165Q
300,40.0,,,3.92,Compliant,216Q
100,,390.0,,3.0,Compliant,Combo2
300,,540.0,,3.91,Compliant,216Q
300,,,21.0,3.02,Compliant,216Q
500,,,,2.0,Uncompliant,171Q
150,,,19.0,2.2,Compliant,Combo1
300,30.0,,,,Compliant,121Q
250,15.0,,20.0,,Uncompliant,Combo3
400,,630.0,,3.85,Compliant,161Q
250,25.0,,,3.06,Compliant,Combo3
500,40.0,,29.0,,Uncompliant,171Q
300,,640.0,,4.0,Compliant,216Q
300,,,15.0,2.79,Uncompliant,216Q
300,,,24.0,3.45,Compliant,121Q
300,,750.0,,,Uncompliant,216Q
300,,580.0,25.0,4.0,Compliant,216Q
300,,530.0,,3.6,Compliant,121Q
300,30.0,,22.0,3.52,Compliant,121Q
300,,,24.0,3.627,Compliant,216Q
400,,,27.0,3.96,Compliant,161Q
500,,,27.0,4.0,Compliant,171Q
250,40.0,520.0,,3.67,Compliant,Combo3
250,25.0,,19.0,3.75,Compliant,Combo3
500,,,29.0,4.0,Compliant,171Q
290,,,16.0,3.09,Compliant,105Q
400,,,23.0,4.0,Compliant,161Q
400,,,29.0,,Uncompliant,161Q
150,,,18.0,3.76,Compliant,090
100,,410.0,,2.78,Compliant,Combo2
300,25.0,,20.0,3.48,Compliant,121Q
400,25.0,,20.0,3.48,Compliant,161Q
300,,,24.0,3.94,Compliant,216Q
290,,560.0,,3.0,Compliant,105Q
400,,680.0,,4.0,Compliant,151Q
400,40.0,580.0,,3.55,Compliant,151Q
300,40.0,580.0,,3.55,Compliant,216Q
500,40.0,,33.0,3.87,Compliant,171Q
400,,,26.0,4.0,Compliant,161Q
400,,,27.0,3.81,Compliant,161Q
300,,,25.0,4.0,Compliant,216Q
100,,,16.0,1.83,Compliant,088
290,,,23.0,,Uncompliant,105Q
300,30.0,,20.0,,Compliant,121Q
100,,,13.0,,Compliant,Combo2
500,,,30.0,3.45,Compliant,171Q
150,15.0,,,3.84,Compliant,Combo1
300,30.0,,,,Compliant,121Q
400,,,27.0,4.0,Compliant,161Q
300,,,23.0,,Compliant,121Q
300,30.0,,,3.58,Compliant,121Q
300,,550.0,,3.96,Compliant,216Q
400,40.0,,24.0,3.96,Compliant,151Q
400,,,23.0,4.0,Compliant,161Q
400,,,26.0,3.33,Compliant,151Q
300,,560.0,,3.93,Compliant,216Q
300,,,,3.88,Compliant,121Q
400,,,18.0,2.93,Uncompliant,161Q
250,30.0,,,2.98,Compliant,Combo3
400,,,22.0,3.24,Compliant,151Q
150,,,17.0,3.79,Compliant,Combo1
300,,,27.0,3.8,Compliant,216Q
400,,,25.0,2.98,Compliant,151Q
500,,,26.0,3.85,Compliant,171Q
400,40.0,,,3.72,Compliant,161Q
290,40.0,,,4.0,Compliant,105Q
300,30.0,,,3.5,Compliant,121Q
500,,650.0,,3.91,Compliant,171Q
400,40.0,,,3.98,Compliant,161Q
300,,,23.0,3.59,Compliant,121Q
400,,,26.0,4.0,Compliant,151Q
500,,,29.0,4.0,Compliant,171Q
300,40.0,,,2.89,Compliant,216Q
300,40.0,,22.0,3.51,Compliant,216Q
300,,,24.0,2.7,Compliant,121Q
150,,,20.0,2.9,Compliant,Combo1
300,,690.0,,4.0,Compliant,216Q
300,30.0,,,3.74,Compliant,121Q
400,,,24.0,3.81,Compliant,151Q
500,,,27.0,3.7,Compliant,171Q
150,15.0,,,2.55,Compliant,Combo1
100,,500.0,,3.31,Compliant,Combo2
300,,,,,Uncompliant,216Q
250,,,20.0,3.9,Compliant,Combo3
500,,580.0,,3.16,Compliant,171Q
100,,,17.0,3.86,Compliant,Combo2
400,40.0,,,3.83,Compliant,161Q
300,30.0,,19.0,3.57,Compliant,121Q
500,,,27.0,3.76,Compliant,171Q
250,,,,,Uncompliant,Combo3
400,,,21.0,3.62,Compliant,161Q
300,,,21.0,2.89,Uncompliant,216Q
300,,540.0,,3.83,Compliant,216Q
300,,600.0,,3.91,Compliant,216Q
400,40.0,530.0,,3.5,Compliant,151Q
300,,,,3.79,Compliant,216Q
400,,560.0,,3.79,Compliant,161Q
300,,,,2.87,Uncompliant,216Q
500,,570.0,,2.5,Uncompliant,171Q
300,,,16.0,2.51,Uncompliant,121Q
300,30.0,,16.0,3.22,Compliant,121Q
100,,,15.0,2.57,Compliant,088
300,30.0,,,3.41,Compliant,121Q
250,25.0,,19.0,3.94,Compliant,Combo3
400,40.0,580.0,,3.96,Compliant,161Q
300,40.0,,,4.0,Compliant,132
500,,,,4.0,Compliant,171Q
400,,580.0,,3.71,Compliant,161Q
300,,,26.0,4.0,Compliant,132
500,40.0,,,3.96,Compliant,171Q
250,,550.0,,3.27,Compliant,Combo3
400,,,29.0,4.0,Compliant,161Q
300,,,,3.4,Compliant,121Q
100,15.0,,,2.03,Compliant,Combo2
300,,720.0,,3.9,Compliant,216Q
250,,,14.0,3.5,Compliant,Combo3
500,,640.0,,3.54,Compliant,171Q
300,,580.0,,3.94,Compliant,216Q
300,,590.0,,3.37,Compliant,121Q
400,,,25.0,4.0,Compliant,161Q
300,,580.0,,3.61,Compliant,216Q
400,40.0,,24.0,4.0,Compliant,151Q
290,,520.0,26.0,3.49,Compliant,105Q
500,,610.0,,3.28,Compliant,171Q
500,,,29.0,4.0,Compliant,171Q
500,,580.0,,3.93,Compliant,171Q
300,30.0,,,3.92,Compliant,216Q
300,25.0,,,,Uncompliant,121Q
400,25.0,,,,Uncompliant,161Q
500,,,29.0,3.85,Compliant,171Q
400,40.0,,21.0,2.52,Compliant,151Q
150,25.0,,,,Compliant,Combo1
300,30.0,,,3.4,Compliant,121Q
500,,,27.0,,Compliant,171Q
250,10.0,,20.0,,Uncompliant,Combo3
100,10.0,,20.0,,Compliant,Combo2
400,,520.0,,3.5,Compliant,161Q
500,,560.0,,,Uncompliant,171Q
300,,630.0,,3.46,Compliant,216Q
400,,,25.0,3.82,Compliant,151Q
300,30.0,,18.0,3.7,Compliant,121Q
100,10.0,,16.0,3.69,Compliant,Combo2
300,,,,3.94,Compliant,132
300,,,23.0,3.33,Compliant,121Q
300,,,20.0,3.75,Compliant,216Q
500,,,20.0,,Uncompliant,165Q
100,,,20.0,3.13,Compliant,Combo2
100,,,16.0,3.65,Compliant,Combo2
300,10.0,,15.0,3.08,Compliant,121Q
100,10.0,,15.0,3.08,Compliant,Combo2
300,,,24.0,3.95,Compliant,121Q
400,,,16.0,3.65,Compliant,151Q
300,,,21.0,3.88,Compliant,121Q
300,,,18.0,3.88,Compliant,216Q
300,,,22.0,3.99,Compliant,216Q
100,,,20.0,3.1,Compliant,Combo2
100,10.0,,,3.5,Compliant,Combo2
300,,,24.0,3.96,Compliant,121Q
300,,,22.0,3.58,Compliant,121Q
290,,590.0,,3.79,Compliant,105Q
400,40.0,,19.0,3.92,Compliant,151Q
300,,,17.0,3.22,Compliant,216Q
300,,,23.0,2.89,Compliant,121Q
400,25.0,,23.0,4.0,Compliant,151Q
100,,,15.0,3.28,Compliant,Combo2
300,,,22.0,,Uncompliant,216Q
400,,660.0,26.0,4.0,Compliant,161Q
500,,680.0,30.0,4.0,Compliant,171Q
400,,,16.0,3.78,Compliant,161Q
290,30.0,,18.0,3.6,Compliant,105Q
300,,490.0,21.0,4.0,Compliant,121Q
500,40.0,,,,Uncompliant,171Q
400,,,15.0,3.56,Compliant,161Q
400,,580.0,26.0,3.28,Compliant,151Q
400,40.0,,,4.0,Compliant,161Q
300,,,28.0,2.9,Uncompliant,216Q
500,,,26.0,3.82,Compliant,171Q
300,,,18.0,3.38,Compliant,216Q
500,30.0,,,4.0,Compliant,171Q
300,40.0,,24.0,4.0,Compliant,216Q
400,,,26.0,2.75,Compliant,161Q
100,,,18.0,3.79,Compliant,Combo2
150,,,16.0,3.2,Compliant,Combo1
400,,,31.0,3.57,Compliant,161Q
300,30.0,,27.0,3.87,Compliant,121Q
100,,,17.0,3.12,Compliant,Combo2
400,,,26.0,3.33,Compliant,161Q
400,,,19.0,4.0,Compliant,161Q
300,,,29.0,3.0,Compliant,216Q
300,,,,2.8,Uncompliant,121Q
300,,,29.0,3.7,Compliant,216Q
400,30.0,,,3.58,Compliant,161Q
500,,,23.0,3.6,Compliant,171Q
150,,,16.0,3.06,Compliant,090
400,,,27.0,4.0,Compliant,161Q
300,30.0,540.0,,3.85,Compliant,121Q
400,40.0,,17.0,3.55,Compliant,161Q
400,40.0,,17.0,3.55,Compliant,151Q
300,,610.0,,3.33,Compliant,216Q
400,,570.0,26.0,3.86,Compliant,161Q
300,40.0,,,3.05,Compliant,216Q
150,,510.0,,3.58,Compliant,Combo1
250,25.0,,,2.9,Compliant,Combo3
400,,610.0,,3.46,Compliant,151Q
400,40.0,,,3.7,Compliant,151Q
100,10.0,,,3.57,Compliant,Combo2
300,40.0,,,3.55,Compliant,216Q
500,,,31.0,4.0,Compliant,171Q
500,40.0,,26.0,3.91,Compliant,171Q
400,40.0,,,3.99,Compliant,151Q
300,,,26.0,4.0,Compliant,216Q
400,,,25.0,4.0,Compliant,161Q
150,10.0,,18.0,3.56,Compliant,Combo1
400,,,22.0,4.0,Compliant,161Q
300,25.0,540.0,,2.95,Uncompliant,121Q
400,40.0,,,3.92,Compliant,161Q
300,30.0,,,3.7,Compliant,121Q
300,,580.0,,3.28,Compliant,121Q
300,30.0,,,,Compliant,121Q
400,,660.0,,4.0,Compliant,151Q
400,40.0,,,3.53,Compliant,161Q
500,,600.0,26.0,3.81,Compliant,171Q
300,30.0,,,3.86,Compliant,121Q
100,,,16.0,3.28,Compliant,Combo2
300,40.0,,,3.82,Compliant,216Q
300,30.0,,,3.4,Compliant,132
400,40.0,,,3.93,Compliant,161Q
300,,720.0,,4.0,Compliant,216Q
300,,570.0,,3.62,Compliant,121Q
400,40.0,,22.0,3.57,Compliant,151Q
300,30.0,,19.0,3.52,Compliant,121Q
250,,,24.0,3.79,Compliant,Combo3
400,25.0,,25.0,3.92,Compliant,151Q
400,,,26.0,3.83,Compliant,151Q
150,15.0,,19.0,2.9,Compliant,Combo1
100,15.0,,19.0,2.9,Compliant,Combo2
300,,,18.0,3.8,Compliant,216Q
300,,,22.0,4.0,Compliant,121Q
400,30.0,,25.0,4.0,Compliant,151Q
500,,680.0,30.0,4.0,Compliant,171Q
400,,,25.0,3.57,Compliant,151Q
300,40.0,,20.0,,Compliant,216Q
400,,,17.0,2.82,Uncompliant,161Q
400,,590.0,25.0,4.0,Compliant,161Q
300,30.0,,18.0,3.86,Compliant,121Q
300,30.0,,19.0,3.76,Compliant,121Q
400,,,25.0,3.62,Compliant,161Q
150,,,15.0,3.85,Compliant,090
500,,,29.0,3.54,Compliant,171Q
290,,,,3.5,Compliant,105Q
400,,,26.0,3.95,Compliant,151Q
100,,,16.0,3.38,Compliant,Combo2
100,,,16.0,3.29,Compliant,Combo2
400,,660.0,27.0,3.86,Compliant,161Q
300,,,21.0,3.75,Compliant,121Q
100,,,18.0,3.8,Compliant,Combo2
100,,,16.0,3.38,Compliant,Combo2
400,40.0,,23.0,3.94,Compliant,151Q
300,,,25.0,3.96,Compliant,216Q
500,,,,2.96,Uncompliant,171Q
400,,,27.0,3.6,Compliant,151Q
250,25.0,,16.0,3.76,Compliant,Combo3
400,,,,3.45,Compliant,161Q
400,,,29.0,3.98,Compliant,151Q
400,,,27.0,3.96,Compliant,161Q
150,,,18.0,1.96,Compliant,Combo1
300,,560.0,25.0,3.55,Compliant,216Q
100,,,15.0,3.51,Compliant,Combo2
300,40.0,,20.0,3.24,Compliant,216Q
300,,,21.0,3.67,Compliant,132
400,,690.0,25.0,3.8,Compliant,161Q
300,,,28.0,4.0,Compliant,216Q
300,,,29.0,4.0,Compliant,216Q
300,,,25.0,4.0,Compliant,216Q
300,,590.0,,4.0,Compliant,132
300,,,,4.0,Compliant,121Q
400,,520.0,,2.68,Uncompliant,161Q
300,,,20.0,3.0,Compliant,121Q
500,40.0,690.0,31.0,3.81,Compliant,171Q
300,,,18.0,3.7,Compliant,216Q
300,,600.0,,3.6,Compliant,216Q
250,,,22.0,3.46,Compliant,Combo3
400,40.0,450.0,,3.93,Compliant,151Q
100,,,17.0,3.28,Compliant,Combo2
400,,480.0,17.0,4.0,Compliant,151Q
100,,,17.0,3.64,Compliant,Combo2
500,,,,,Uncompliant,171Q
400,,,25.0,3.81,Compliant,161Q
300,,,26.0,3.85,Compliant,216Q
300,,630.0,,3.5,Compliant,216Q
300,,,,3.18,Compliant,121Q
250,,490.0,,3.0,Compliant,Combo3
300,,560.0,23.0,4.0,Compliant,121Q
400,,,21.0,3.19,Compliant,161Q
500,,530.0,,3.68,Compliant,171Q
400,,520.0,,2.16,Uncompliant,161Q
300,40.0,,,,Compliant,216Q
150,,510.0,,3.72,Compliant,090
300,,,22.0,,Uncompliant,121Q
400,40.0,,,4.0,Compliant,161Q
300,,,28.0,4.0,Compliant,216Q
300,,,29.0,3.58,Compliant,216Q
400,,540.0,,3.6,Compliant,161Q
400,,730.0,,3.09,Compliant,161Q
290,,,26.0,3.03,Compliant,105Q
300,,630.0,27.0,3.96,Compliant,216Q
400,,,23.0,3.87,Compliant,151Q
300,40.0,,,,Compliant,216Q
500,,,28.0,4.0,Compliant,171Q
500,,,27.0,4.0,Compliant,171Q
400,,620.0,,2.78,Compliant,151Q
400,,,,4.0,Compliant,161Q
250,,500.0,,2.69,Uncompliant,Combo3
300,,,28.0,4.0,Compliant,216Q
250,,,17.0,,Uncompliant,Combo3
400,,,23.0,,Uncompliant,161Q
400,,580.0,,2.91,Uncompliant,161Q
400,,,,2.91,Uncompliant,151Q
100,,470.0,,3.31,Compliant,Combo2
400,,,33.0,4.0,Compliant,151Q
300,,570.0,,3.3,Compliant,121Q
400,40.0,,16.0,2.58,Compliant,151Q
400,,,25.0,3.96,Compliant,151Q
290,30.0,,,3.2,Compliant,105Q
400,40.0,,,3.61,Compliant,161Q
300,30.0,,,2.54,Compliant,121Q
300,,,21.0,3.68,Compliant,121Q
150,,,17.0,3.3,Compliant,090
300,30.0,,15.0,2.98,Compliant,121Q
300,,,18.0,3.39,Compliant,216Q
300,,730.0,31.0,3.83,Compliant,216Q
500,15.0,,,3.78,Compliant,165Q
250,,,22.0,2.7,Uncompliant,Combo3
400,,,26.0,4.0,Compliant,161Q
250,,520.0,,2.41,Uncompliant,Combo3
150,,,17.0,2.64,Compliant,090
500,,,28.0,4.0,Compliant,171Q
400,,630.0,,3.49,Compliant,151Q
250,,530.0,,3.08,Compliant,Combo3
400,,580.0,25.0,4.0,Compliant,161Q
500,,590.0,,4.5,Compliant,171Q
100,15.0,,,3.3,Compliant,Combo2
290,40.0,,,3.27,Compliant,105Q
300,,,24.0,,Compliant,216Q
400,,,,4.0,Compliant,161Q
300,30.0,,,2.5,Compliant,121Q
300,,,24.0,2.84,Compliant,121Q
400,,630.0,,2.69,Compliant,151Q
500,,550.0,,3.98,Compliant,171Q
290,,,14.0,,Uncompliant,105Q
100,15.0,,,2.66,Compliant,Combo2
400,40.0,,,3.89,Compliant,161Q
400,,,22.0,4.0,Compliant,151Q
400,40.0,,20.0,3.91,Compliant,161Q
400,,,26.0,3.59,Compliant,151Q
300,,570.0,,3.65,Compliant,216Q
300,,640.0,,3.12,Compliant,216Q
300,30.0,,,2.69,Compliant,121Q
150,,470.0,,3.29,Compliant,090
100,,,18.0,3.41,Compliant,Combo2
400,30.0,,,,Uncompliant,151Q
300,,,30.0,4.0,Compliant,216Q
400,,,30.0,4.0,Compliant,161Q
300,,580.0,,3.17,Compliant,121Q
100,,500.0,,2.4,Uncompliant,Combo2
400,40.0,,,2.6,Compliant,151Q
400,40.0,,,3.22,Compliant,151Q
250,,500.0,,3.42,Compliant,Combo3
400,,,26.0,3.8,Compliant,161Q
400,,,24.0,3.57,Compliant,161Q
400,,600.0,19.0,3.2,Compliant,151Q
300,,,,,Uncompliant,132
300,30.0,570.0,,3.96,Compliant,216Q
250,,530.0,18.0,3.23,Compliant,Combo3
290,,,27.0,2.87,Uncompliant,105Q
500,,620.0,,3.6,Compliant,171Q
300,40.0,460.0,,3.88,Compliant,216Q
300,30.0,,18.0,2.1,Compliant,121Q
300,,530.0,,4.0,Compliant,121Q
400,,,24.0,3.79,Compliant,161Q
100,15.0,,,3.15,Compliant,Combo2
400,,610.0,,3.79,Compliant,151Q
300,,,21.0,3.51,Compliant,121Q
300,30.0,530.0,,3.76,Compliant,121Q
100,,,16.0,3.89,Compliant,Combo2
300,,660.0,,4.0,Compliant,216Q
400,,,28.0,3.97,Compliant,161Q
300,15.0,,21.0,3.85,Compliant,121Q
100,,,15.0,3.61,Compliant,Combo2
500,,,29.0,4.0,Compliant,171Q
300,30.0,510.0,,4.0,Compliant,216Q
300,30.0,,,2.61,Compliant,121Q
400,40.0,,25.0,3.37,Compliant,151Q
400,40.0,,18.0,3.81,Compliant,151Q
300,,,28.0,3.76,Compliant,216Q
300,,,,3.84,Compliant,216Q
300,30.0,,18.0,3.76,Compliant,121Q
400,40.0,,,4.0,Compliant,151Q
300,,700.0,,3.66,Compliant,216Q
500,,540.0,,3.53,Compliant,165Q
500,,560.0,,2.65,Uncompliant,171Q
250,15.0,530.0,,3.0,Compliant,Combo3
300,40.0,,18.0,3.34,Compliant,121Q
400,,620.0,,3.35,Compliant,151Q
400,,580.0,,3.93,Compliant,151Q
300,40.0,,18.0,3.83,Compliant,121Q
100,,540.0,,3.67,Compliant,Combo2
500,,,23.0,3.72,Compliant,171Q
100,15.0,,,2.67,Compliant,Combo2
500,,,29.0,3.58,Compliant,165Q
100,15.0,,17.0,3.72,Compliant,Combo2
300,15.0,530.0,,3.7,Compliant,121Q
100,,500.0,,3.56,Compliant,Combo2
300,30.0,,,2.71,Compliant,121Q
400,15.0,,,3.88,Compliant,151Q
250,25.0,,,3.45,Compliant,Combo3
300,,,26.0,4.0,Compliant,216Q
400,,510.0,,2.94,Uncompliant,151Q
400,,580.0,,4.0,Compliant,151Q
250,,,20.0,2.17,Uncompliant,Combo3
400,,,22.0,3.46,Compliant,161Q
400,,,25.0,3.2,Compliant,151Q
300,,,,,Uncompliant,121Q
300,,,,,Uncompliant,216Q
500,,,28.0,2.82,Uncompliant,171Q
290,,690.0,,,Uncompliant,105Q
100,,490.0,,4.0,Compliant,Combo2
300,,560.0,,3.14,Compliant,121Q
400,,,25.0,3.23,Compliant,161Q
400,,600.0,,3.58,Compliant,151Q
400,,,18.0,3.31,Compliant,161Q
250,25.0,,,3.72,Compliant,Combo3
300,,700.0,33.0,3.98,Compliant,216Q
500,,,,4.0,Compliant,171Q
300,,,23.0,3.73,Compliant,216Q
500,,590.0,27.0,,Compliant,171Q
500,,580.0,,3.45,Compliant,171Q
400,,490.0,,3.2,Compliant,161Q
400,,,18.0,3.02,Compliant,161Q
300,,,26.0,3.92,Compliant,216Q
400,,610.0,,3.87,Compliant,161Q
250,,,20.0,3.96,Compliant,Combo3
300,,550.0,,3.9,Compliant,216Q
150,25.0,,,2.96,Compliant,Combo1
500,,520.0,,2.75,Uncompliant,171Q
100,,,,2.4,Uncompliant,Combo2
500,,,28.0,,Uncompliant,171Q
300,,,28.0,2.53,Uncompliant,121Q
400,,600.0,,2.87,Compliant,151Q
400,,540.0,,3.77,Compliant,161Q
250,,,18.0,2.83,Uncompliant,Combo3
400,,610.0,,3.62,Compliant,161Q
290,30.0,,,3.78,Compliant,105Q
500,,620.0,29.0,3.97,Compliant,171Q
300,30.0,,17.0,3.23,Compliant,121Q
100,,,19.0,3.0,Compliant,Combo2
250,,,19.0,3.0,Compliant,Combo3
290,40.0,,,3.67,Compliant,105Q
400,,,32.0,3.74,Compliant,151Q
500,,,28.0,4.0,Compliant,171Q
150,25.0,,,3.8,Compliant,Combo1
300,40.0,,,2.69,Compliant,121Q
300,,,26.0,3.95,Compliant,216Q
300,,,23.0,3.71,Compliant,121Q
300,,,25.0,3.1,Compliant,121Q
300,,580.0,23.0,,Compliant,121Q
300,40.0,,17.0,2.59,Compliant,121Q
100,,390.0,15.0,3.5,Compliant,Combo2
300,,,25.0,3.91,Compliant,216Q
300,,,29.0,4.0,Compliant,216Q
400,,,26.0,4.0,Compliant,161Q
300,,,23.0,3.53,Compliant,216Q
300,,,33.0,3.89,Compliant,216Q
100,,,18.0,3.77,Compliant,Combo2
100,,,16.0,3.09,Compliant,Combo2
500,,,26.0,3.28,Compliant,171Q
400,,,26.0,3.28,Compliant,151Q
400,,,19.0,3.91,Compliant,161Q
100,,,14.0,3.65,Compliant,088
150,,,15.0,3.13,Compliant,Combo1
500,,640.0,,3.75,Compliant,171Q
300,30.0,,,3.9,Compliant,121Q
500,,,26.0,4.0,Compliant,171Q
290,,540.0,25.0,3.94,Compliant,105Q
400,40.0,,25.0,3.84,Compliant,151Q
500,,,,3.95,Compliant,171Q
100,10.0,,,2.89,Compliant,Combo2
500,,640.0,,2.63,Compliant,171Q
400,,,27.0,4.04,Compliant,151Q
500,,580.0,24.0,3.9,Compliant,171Q
500,,640.0,,3.42,Compliant,171Q
400,,380.0,,2.8,Uncompliant,161Q
400,40.0,,,2.67,Compliant,151Q
400,,,23.0,3.75,Compliant,161Q
300,,690.0,,4.0,Compliant,216Q
300,,,,,Uncompliant,216Q
300,,640.0,,3.15,Compliant,216Q
500,,,18.0,3.39,Compliant,171Q
400,40.0,,,3.47,Compliant,151Q
400,40.0,,18.0,3.77,Compliant,161Q
100,15.0,,,3.28,Compliant,Combo2
300,,,21.0,3.94,Compliant,121Q
300,,,16.0,3.35,Compliant,121Q
300,,,24.0,3.38,Compliant,121Q
400,,630.0,27.0,3.98,Compliant,161Q
300,,590.0,25.0,3.91,Compliant,132
500,,710.0,27.0,3.3,Compliant,171Q
400,40.0,,17.0,3.44,Compliant,161Q
300,30.0,,,3.36,Compliant,121Q
